DIRECCION,PROPIEDADS,PRECIOUSD,PRECIOPESO,USDM2,PESOSM2,ANTIG,EN_GALERIA,COTIZ_,TRIMESTRE_,BARRIOS_,COMUNA_
Montevideo,"30","115000","7992500","3833","266417","0",,"67",SEGUNDO,SAN NICOLAS,"1"
Viamonte 1700,"53","179000","12440500","3377","234726","0",,"67",SEGUNDO,SAN NICOLAS,"1"
Viamonte al 600,"511","449000","31205500","879","61068","0",,"67",SEGUNDO,SAN NICOLAS,"1"
Avenida Roque Saenz Peña 950,"3522","5400000","375300000","1533","106559","0",,"67",SEGUNDO,SAN NICOLAS,"1"
J D PERON 1200,"250","250000","17375000","1000","69500","0",,"67",SEGUNDO,SAN NICOLAS,"1"
Talcahuano,"60","100000","6950000","1667","115833","0",,"67",SEGUNDO,SAN NICOLAS,"1"
Montevideo,"110","165000","11467500","1500","104250","0",,"67",SEGUNDO,SAN NICOLAS,"1"
PERON 1400,"105","190000","13205000","1810","125762","0",,"67",SEGUNDO,SAN NICOLAS,"1"
Nicolas Rodriguez Peña,"71","92000","6394000","1296","90056","0",,"67",SEGUNDO,SAN NICOLAS,"1"
Libertad al 200,"20","76000","5282000","3800","264100","0",,"67",SEGUNDO,SAN NICOLAS,"1"
Lavalle y Parana,"2798","2600000","180700000","929","64582","0",,"67",SEGUNDO,SAN NICOLAS,"1"
Florida y Lavalle,"33","45000","3127500","1364","94773","0",,"67",SEGUNDO,SAN NICOLAS,"1"
SARMIENTO,"257","490000","34055000","1907","132510","0",,"67",SEGUNDO,SAN NICOLAS,"1"
Nicolas Rodriguez Peña,"68","164000","11398000","2412","167618","0",,"67",SEGUNDO,SAN NICOLAS,"1"
Sarmiento y Reconquista,"102","750000","52125000","7353","511029","0",,"67",SEGUNDO,SAN NICOLAS,"1"
Local ideal gastronomia zona Tribunales,"140","380000","26410000","2714","188643","0",,"67",SEGUNDO,SAN NICOLAS,"1"
Viamonte 1300,"180","220000","15290000","1222","84944","0",,"67",SEGUNDO,SAN NICOLAS,"1"
Bartolomé Mitre al 1200 e/ Libertad y Talcahuano,"243","152000","10564000","626","43473","0",,"67",SEGUNDO,SAN NICOLAS,"1"
Florida al 500,"35","340000","23630000","9714","675143","0",,"67",SEGUNDO,SAN NICOLAS,"1"
Suipacha entre Perón y Sarmiento,"135","285000","19807500","2111","146722","0",,"67",SEGUNDO,SAN NICOLAS,"1"
MONTEVIDEO,"103","389000","27035500","3777","262481","0",,"67",SEGUNDO,SAN NICOLAS,"1"
Libertad,"8","45000","3127500","5625","390938","0",,"67",SEGUNDO,SAN NICOLAS,"1"
DIAGONAL NORTE,"52","400000","27800000","7692","534615","0",,"67",SEGUNDO,SAN NICOLAS,"1"
VIAMONTE,"156","580000","40310000","3718","258397","0",,"67",SEGUNDO,SAN NICOLAS,"1"
viamonte,"16","70000","4865000","4375","304062","0",,"67",SEGUNDO,SAN NICOLAS,"1"
TUCUMAN,"210","750000","52125000","3571","248214","0",,"67",SEGUNDO,SAN NICOLAS,"1"
Domingo F Sarmiento,"319","430000","29885000","1348","93683","0",,"67",SEGUNDO,SAN NICOLAS,"1"
Nicolas Rodriguez Peña,"82","120000","8340000","1463","101707","0",,"67",SEGUNDO,SAN NICOLAS,"1"
"MITRE, BARTOLOME al 1400","195","198000","13761000","1015","70569","0",,"67",SEGUNDO,SAN NICOLAS,"1"
AV. DE MAYO,"40","60000","4170000","1500","104250","0",,"67",SEGUNDO,SAN NICOLAS,"1"
Nicolas Rodriguez Peña,"90","130000","9035000","1444","100389","0",,"67",SEGUNDO,SAN NICOLAS,"1"
RIVAROLA al 100,"180","310000","21545000","1722","119694","0",,"67",SEGUNDO,SAN NICOLAS,"1"
Av Rivadavia,"250","159000","11050500","636","44202","0",,"67",SEGUNDO,SAN NICOLAS,"1"
Alsina al 2700,"142","170000","11815000","1197","83204","0",,"67",SEGUNDO,SAN NICOLAS,"1"
avenida san juan,"430","350000","24325000","814","56570","0",,"67",SEGUNDO,SAN NICOLAS,"1"
Chacabuco,"120","220000","15290000","1833","127417","0",,"67",SEGUNDO,SAN TELMO,"1"
Av Paseo Colon,"164","820704","57038928","5004","347798","0",,"67",SEGUNDO,SAN TELMO,"1"
"avenida huergo 900,y esquina Carlos calvo de Pb15*","300","770000","53515000","2567","178383","0",,"67",SEGUNDO,SAN TELMO,"1"
BOLIVAR 1500,"700","780000","54210000","1114","77443","0",,"67",SEGUNDO,SAN TELMO,"1"
Peru,"52","99000","6880500","1904","132317","0",,"67",SEGUNDO,SAN TELMO,"1"
Av Paseo Colon,"205","1022643","71073688","4989","346701","0",,"67",SEGUNDO,SAN TELMO,"1"
BOLIVAR,"504","600000","41700000","1190","82738","0",,"67",SEGUNDO,SAN TELMO,"1"
Defensa 1300,"1314","1500000","104250000","1142","79338","0",,"67",SEGUNDO,SAN TELMO,"1"
CHACABUCO,"106","140000","9730000","1321","91792","0",,"67",SEGUNDO,SAN TELMO,"1"
avHUERGO900 70+70 zotano,"150","300000","20850000","2000","139000","0",,"67",SEGUNDO,SAN TELMO,"1"
San Juan 800,"215","650000","45175000","3023","210116","0",,"67",SEGUNDO,SAN TELMO,"1"
BALCARCE 1375,"78","100000","6950000","1282","89103","0",,"67",SEGUNDO,SAN TELMO,"1"
DEFENSA,"69","155000","10772500","2246","156123","0",,"67",SEGUNDO,SAN TELMO,"1"
carlos calvo 13,"300","600000","41700000","2000","139000","0",,"67",SEGUNDO,SAN TELMO,"1"
Av. Paseo Colon 1000,"256","295000","20502500","1152","80088","0",,"67",SEGUNDO,SAN TELMO,"1"
Bolivar al 900,"400","500000","34750000","1250","86875","0",,"67",SEGUNDO,SAN TELMO,"1"
Carlos calvo 1 esquina70 mts+z,"150","350000","24325000","2333","162167","0",,"67",SEGUNDO,SAN TELMO,"1"
Defensa al 800,"60","250000","17375000","4167","289583","0",,"67",SEGUNDO,SAN TELMO,"1"
PERU,"32","85000","5907500","2671","185654","0",,"67",SEGUNDO,SAN TELMO,"1"
Chacabuco,"118","240000","16680000","2038","141644","0",,"67",SEGUNDO,SAN TELMO,"1"
Cochabamba 500,"360","390000","27105000","1083","75292","0",,"67",SEGUNDO,SAN TELMO,"1"
Perú al 800,"81","175000","12162500","2160","150154","0",,"67",SEGUNDO,SAN TELMO,"1"
Balcarce al 700,"145","390000","27105000","2690","186931","0",,"67",SEGUNDO,SAN TELMO,"1"
Pje San Lorenzo,"316","300000","20850000","949","65981","0",,"67",SEGUNDO,SAN TELMO,"1"
Estados Unidos,"120","95000","6602500","792","55021","0",,"67",SEGUNDO,SAN TELMO,"1"
Humberto 1° y Av. Paseo Colón,"160","300000","20850000","1875","130312","0",,"67",SEGUNDO,SAN TELMO,"1"
Defensa,"58","90000","6255000","1552","107845","0",,"67",SEGUNDO,SAN TELMO,"1"
Local - Av. Paseo Colón y Brasil,"270","1100000","76450000","4074","283148","0",,"67",SEGUNDO,SAN TELMO,"1"
Franklin D Roosevelt,"15","70000","4865000","4667","324333","0",,"67",SEGUNDO,BELGRANO,"13"
AV.CABILDO,"21","45000","3127500","2143","148929","0",,"67",SEGUNDO,BELGRANO,"13"
Avda del Libertador 6200,"255","600000","41700000","2353","163529","0",,"67",SEGUNDO,BELGRANO,"13"
Ciudad de la Paz entre Olazabal y Mendoza,"284","852330","59236935","3001","208581","0",,"67",SEGUNDO,BELGRANO,"13"
La Pampa al 2000,"40","129000","8965500","3225","224138","0",,"67",SEGUNDO,BELGRANO,"13"
Ciudad de la Paz 2239,"12","25000","1737500","2083","144792","0",,"67",SEGUNDO,BELGRANO,"13"
Virrey del Pino,"186","350000","24325000","1882","130780","0",,"67",SEGUNDO,BELGRANO,"13"
Ciudad de la Paz entre Olazabal y Mendoza,"133","401340","27893130","3018","209723","0",,"67",SEGUNDO,BELGRANO,"13"
José Hernández 2700,"63","300000","20850000","4762","330952","0",,"67",SEGUNDO,BELGRANO,"13"
Juramento,"1677","3500000","243250000","2087","145051","0",,"67",SEGUNDO,BELGRANO,"13"
Av. Cabildo al 1800,"21","105000","7297500","5000","347500","0",,"67",SEGUNDO,BELGRANO,"13"
Ciudad De La Paz 1900,"44","260000","18070000","5909","410682","0",,"67",SEGUNDO,BELGRANO,"13"
Soldado de la Independencia 970,"276","850000","59075000","3080","214040","0",,"67",SEGUNDO,BELGRANO,"13"
Av. Cabildo al 2200,"45","60000","4170000","1333","92667","0",,"67",SEGUNDO,BELGRANO,"13"
Blanco Encalada y Cuba,"84","190000","13205000","2262","157202","0",,"67",SEGUNDO,BELGRANO,"13"
AV. CABILDO,"19","37000","2571500","1947","135342","0",,"67",SEGUNDO,BELGRANO,"13"
Migueletes,"277","1180000","82010000","4260","296065","0",,"67",SEGUNDO,BELGRANO,"13"
Ciudad de la Paz entre Olazabal y Mendoza,"150","450990","31343805","3007","208959","0",,"67",SEGUNDO,BELGRANO,"13"
Rivera al 3000,"164","590000","41005000","3598","250030","0",,"67",SEGUNDO,BELGRANO,"13"
Blanco Encalada y Av. Cabildo,"53","290000","20155000","5472","380283","0",,"67",SEGUNDO,BELGRANO,"13"
CIUDAD DE LA PAZ al 2200,"83","68000","4726000","819","56940","0",,"67",SEGUNDO,BELGRANO,"13"
La Pampa,"131","370000","25715000","2824","196298","0",,"67",SEGUNDO,BELGRANO,"13"
ECHEVERRIA,"16","43000","2988500","2688","186781","0",,"67",SEGUNDO,BELGRANO,"13"
AV. CABILDO al 2200 - Galería Las Vegas,"23","29900","2078050","1300","90350","0",,"67",SEGUNDO,BELGRANO,"13"
Echeverria al 2900,"119","398000","27661000","3345","232445","0",,"67",SEGUNDO,BELGRANO,"13"
Av. Cabildo 2422,"30","51000","3544500","1700","118150","0",,"67",SEGUNDO,BELGRANO,"13"
Ciudad De La Paz,"28","120000","8340000","4356","302722","0",,"67",SEGUNDO,BELGRANO,"13"
Luis Maria Campos al 1300,"127","580000","40310000","4567","317402","0",,"67",SEGUNDO,BELGRANO,"13"
BLANCO ENCALADA,"36","130000","9035000","3611","250972","0",,"67",SEGUNDO,BELGRANO,"13"
Blanco encalada al 2300,"52","300000","20850000","5769","400962","0",,"67",SEGUNDO,BELGRANO,"13"
Av F De Olazabal,"33","170000","11815000","5152","358030","0",,"67",SEGUNDO,BELGRANO,"13"
Echeverria,"100","350000","24325000","3500","243250","0",,"67",SEGUNDO,BELGRANO,"13"
Ciudad de la Paz entre Olazabal y Mendoza,"133","441474","30682443","3319","230695","0",,"67",SEGUNDO,BELGRANO,"13"
Ciudad de la Paz entre Olazabal y Mendoza,"150","496089","34478186","3307","229855","0",,"67",SEGUNDO,BELGRANO,"13"
ARCOS al 2400,"92","298000","20711000","3239","225120","0",,"67",SEGUNDO,BELGRANO,"13"
Migueletes entre Juramento y Echeverría,"538","2250000","156375000","4182","290660","0",,"67",SEGUNDO,BELGRANO,"13"
Monroe y Ciudad de la Paz,"65","199900","13893050","3075","213739","0",,"67",SEGUNDO,BELGRANO,"13"
Monroe al 3100,"660","2200000","152900000","3333","231667","0",,"67",SEGUNDO,BELGRANO,"13"
Blanco encalada al 2300,"90","300000","20850000","3333","231667","0",,"67",SEGUNDO,BELGRANO,"13"
Blanco Encalada,"35","150000","10425000","4286","297857","0",,"67",SEGUNDO,BELGRANO,"13"
Av. Cramer 2448 -  Belgrano - Local a la  (calle),"20","97500","6776250","4875","338812","0",,"67",SEGUNDO,BELGRANO,"13"
Ciudad de la Paz entre Olazabal y Mendoza,"284","937563","65160628","3301","229439","0",,"67",SEGUNDO,BELGRANO,"13"
Av Cabildo al 2300,"20","78000","5421000","3900","271050","0",,"67",SEGUNDO,BELGRANO,"13"
Monroe 1759 PB,"282","608789","42310836","2159","150038","0",,"67",SEGUNDO,BELGRANO,"13"
Arcos 1800,"110","600000","41700000","5455","379091","0",,"67",SEGUNDO,BELGRANO,"13"
Av. Cabildo,"270","250000","17375000","926","64352","0",,"67",SEGUNDO,BELGRANO,"13"
Migueletes,"261","1067000","74156500","4088","284125","0",,"67",SEGUNDO,BELGRANO,"13"
CUBA al 2200,"116","408000","28356000","3517","244448","0",,"67",SEGUNDO,BELGRANO,"13"
Montañeses 1862 local,"51","119900","8333050","2351","163393","0",,"67",SEGUNDO,BELGRANO,"13"
Montañeses,"39","195000","13552500","5000","347500","0",,"67",SEGUNDO,BELGRANO,"13"
Av Cabildo,"16","25000","1737500","1562","108594","0",,"67",SEGUNDO,BELGRANO,"13"
MONROE al 2400,"70","290000","20155000","4143","287929","0",,"67",SEGUNDO,BELGRANO,"13"
Av Cabildo,"12","30000","2085000","2500","173750","0",,"67",SEGUNDO,BELGRANO,"13"
Zapiola 2000,"12","18000","1251000","1500","104250","0",,"67",SEGUNDO,BELGRANO,"13"
PEDRO IGNACIO RIVERA al 2900,"46","79900","5553050","1737","120718","0",,"67",SEGUNDO,BELGRANO,"13"
Migueletes al 2200,"176","943700","65587150","5362","372654","0",,"67",SEGUNDO,BELGRANO,"13"
Monroe,"67","280000","19460000","4179","290448","0",,"67",SEGUNDO,COGHLAN,"12"
Cap. Gral. Ramón Freire,"50","145000","10077500","2900","201550","0",,"67",SEGUNDO,COGHLAN,"12"
washington al 2700,"30","80000","5560000","2667","185333","0",,"67",SEGUNDO,COGHLAN,"12"
Washington 3300 esq M Pedraza,"32","80000","5560000","2500","173750","0",,"67",SEGUNDO,COGHLAN,"12"
Monroe 3854,"40","85000","5907500","2125","147688","0",,"67",SEGUNDO,COGHLAN,"12"
WASHINGTON al 2700,"29","125000","8687500","4310","299569","0",,"67",SEGUNDO,COGHLAN,"12"
Av. Cabildo al 400,"65","390000","27105000","6000","417000","0",,"67",SEGUNDO,COLEGIALES,"13"
Virrey Olaguer y Feliu al 2500,"61","215000","14942500","3525","244959","0",,"67",SEGUNDO,COLEGIALES,"13"
"Moldes esquina Virrey Avilés, Local, CABA","100","260000","18070000","2600","180700","0",,"67",SEGUNDO,COLEGIALES,"13"
Ciudad de la Paz 1069,"81","178000","12371000","2198","152728","0",,"67",SEGUNDO,COLEGIALES,"13"
Teodoro Garcia,"37","150000","10425000","4054","281757","0",,"67",SEGUNDO,COLEGIALES,"13"
palpa 2450,"78","134900","9375550","1729","120199","0",,"67",SEGUNDO,COLEGIALES,"13"
Ciudad De La Paz,"97","188000","13066000","1938","134701","0",,"67",SEGUNDO,COLEGIALES,"13"
Amenabar 800,"64","170000","11815000","2656","184609","0",,"67",SEGUNDO,COLEGIALES,"13"
CONDE,"47","95000","6602500","2021","140479","0",,"67",SEGUNDO,COLEGIALES,"13"
Santos Dumont al 3400,"70","300000","20850000","4286","297857","0",,"67",SEGUNDO,COLEGIALES,"13"
Amenabar al 1200,"49","195000","13552500","3980","276582","0",,"67",SEGUNDO,COLEGIALES,"13"
PALPA,"130","390000","27105000","3000","208500","0",,"67",SEGUNDO,COLEGIALES,"13"
Av. Alvarez Thomas al 1000,"59","220000","15290000","3729","259153","0",,"67",SEGUNDO,COLEGIALES,"13"
DORREGO 1711,"65","345000","23977500","5308","368885","0",,"67",SEGUNDO,COLEGIALES,"13"
El Salvador,"88","369600","25687200","4200","291900","0",,"67",SEGUNDO,COLEGIALES,"13"
Campos Salles 2350,"46","135000","9382500","2935","203967","0",,"67",SEGUNDO,NUÑEZ,"13"
Congreso al 1500,"600","2600000","180700000","4333","301167","0",,"67",SEGUNDO,NUÑEZ,"13"
VIDAL,"20","75000","5212500","3750","260625","0",,"67",SEGUNDO,NUÑEZ,"13"
Blanco Encalada al 1500,"330","2000000","139000000","6061","421212","0",,"67",SEGUNDO,NUÑEZ,"13"
Congreso al 1600,"112","400000","27800000","3571","248214","0",,"67",SEGUNDO,NUÑEZ,"13"
Congreso 2361 Local Comercial,"30","200000","13900000","6667","463333","0",,"67",SEGUNDO,NUÑEZ,"13"
MOLDES,"24","59800","4156100","2492","173171","0",,"67",SEGUNDO,NUÑEZ,"13"
CUBA,"27","120000","8340000","4444","308889","0",,"67",SEGUNDO,NUÑEZ,"13"
Crisologo Larralde al 2200,"320","730000","50735000","2281","158547","0",,"67",SEGUNDO,NUÑEZ,"13"
Quesada 2260,"52","262650","18254175","5051","351042","0",,"67",SEGUNDO,NUÑEZ,"13"
Libertador y Correa,"383","2300000","159850000","6005","417363","0",,"67",SEGUNDO,NUÑEZ,"13"
DEHEZA,"55","200000","13900000","3636","252727","0",,"67",SEGUNDO,NUÑEZ,"13"
IBERA al 2100,"57","95000","6602500","1667","115833","0",,"67",SEGUNDO,NUÑEZ,"13"
Guayra,"214","450000","31275000","2103","146145","0",,"67",SEGUNDO,NUÑEZ,"13"
Ortiz De Ocampo 2500,"148","450000","31275000","3041","211318","0",,"67",SEGUNDO,PALERMO,"14"
Avenida Las Heras al 3600,"700","4000000","278000000","5714","397143","0",,"67",SEGUNDO,PALERMO,"14"
CABRERA al 5100,"270","800000","55600000","2963","205926","0",,"67",SEGUNDO,PALERMO,"14"
Bulnes,"262","499000","34680500","1905","132368","0",,"67",SEGUNDO,PALERMO,"14"
Humboldt 2337,"252","650000","45175000","2579","179266","0",,"67",SEGUNDO,PALERMO,"14"
Avenida Cordoba al 3500,"130","400000","27800000","3077","213846","0",,"67",SEGUNDO,PALERMO,"14"
Gral Guemes,"27","119000","8270500","4407","306315","0",,"67",SEGUNDO,PALERMO,"14"
Soler al 3500,"140","500000","34750000","3571","248214","0",,"67",SEGUNDO,PALERMO,"14"
Av Cnel Diaz,"114","400000","27800000","3509","243860","0",,"67",SEGUNDO,PALERMO,"14"
SILVIO L. RUGGIERI al 2700,"136","320000","22240000","2353","163529","0",,"67",SEGUNDO,PALERMO,"14"
Av Santa Fe,"27","65000","4517500","2407","167315","0",,"67",SEGUNDO,PALERMO,"14"
Avenida Las Heras al 3500,"160","650000","45175000","4062","282344","0",,"67",SEGUNDO,PALERMO,"14"
Beruti esq Julián Alvarez,"47","320000","22240000","6809","473191","0",,"67",SEGUNDO,PALERMO,"14"
Bulnes al 2500,"350","1400000","97300000","4000","278000","0",,"67",SEGUNDO,PALERMO,"14"
Avenida Cordoba al 3700,"400","1200000","83400000","3000","208500","0",,"67",SEGUNDO,PALERMO,"14"
Malabia,"240","1390000","96605000","5792","402521","0",,"67",SEGUNDO,PALERMO,"14"
Salguero al 2600,"20","120000","8340000","6000","417000","0",,"67",SEGUNDO,PALERMO,"14"
Güemes 3215/21 Local,"60","249000","17305500","4150","288425","0",,"67",SEGUNDO,PALERMO,"14"
Cabello al 3400,"74","354000","24603000","4784","332473","0",,"67",SEGUNDO,PALERMO,"14"
AV. LAS HERAS AL 2900,"100","399000","27730500","3990","277305","0",,"67",SEGUNDO,PALERMO,"14"
Charcas,"80","400000","27800000","5000","347500","0",,"67",SEGUNDO,PALERMO,"14"
CORONEL DIAZ,"180","700000","48650000","3889","270278","0",,"67",SEGUNDO,PALERMO,"14"
Jorge Newbery al 3400 (Av. Córdoba y Av. Alvarez,"145","390000","27105000","2690","186931","0",,"67",SEGUNDO,PALERMO,"14"
Av F Lacroze,"200","460000","31970000","2300","159850","0",,"67",SEGUNDO,PALERMO,"14"
Soldado de la Independencia al 700,"22","160000","11120000","7273","505455","0",,"67",SEGUNDO,PALERMO,"14"
BAEZ  al 200,"205","1090000","75755000","5317","369537","0",,"67",SEGUNDO,PALERMO,"14"
Baez al 300,"350","1400000","97300000","4000","278000","0",,"67",SEGUNDO,PALERMO,"14"
"NEWBERY, JORGE","60","220000","15290000","3667","254833","0",,"67",SEGUNDO,PALERMO,"14"
Baez al 200,"225","1100000","76450000","4889","339778","0",,"67",SEGUNDO,PALERMO,"14"
Migueletes 623,"45","235000","16332500","5222","362944","0",,"67",SEGUNDO,PALERMO,"14"
Arévalo 3000,"120","350000","24325000","2917","202708","0",,"67",SEGUNDO,PALERMO,"14"
ESLOVENIA 1900,"160","420000","29190000","2625","182438","0",,"67",SEGUNDO,PALERMO,"14"
Matienzo al 1600,"52","240000","16680000","4615","320769","0",,"67",SEGUNDO,PALERMO,"14"
Teodoro Garcia al 1800,"50","200000","13900000","4000","278000","0",,"67",SEGUNDO,PALERMO,"14"
Huergo,"149","500000","34750000","3356","233221","0",,"67",SEGUNDO,PALERMO,"14"
Ortega y Gasset al 1800,"185","530000","36835000","2865","199108","0",,"67",SEGUNDO,PALERMO,"14"
Baez 600,"86","350000","24325000","4070","282849","0",,"67",SEGUNDO,PALERMO,"14"
AREVALO al 2800,"210","990000","68805000","4714","327643","0",,"67",SEGUNDO,PALERMO,"14"
Humboldt al 1500,"135","400000","27800000","2963","205926","0",,"67",SEGUNDO,PALERMO,"14"
Malabia al 2200,"100","300000","20850000","3000","208500","0",,"67",SEGUNDO,PALERMO,"14"
Guise y Charcas,"190","400000","27800000","2105","146316","0",,"67",SEGUNDO,PALERMO,"14"
HONDURAS,"101","179500","12475250","1777","123517","0",,"67",SEGUNDO,PALERMO,"14"
Guemes al 3500 entre Bulnes y Vidt,"140","420000","29190000","3000","208500","0",,"67",SEGUNDO,PALERMO,"14"
Paseo del Sol - Beruti 3334,"150","590000","41005000","3933","273367","0",,"67",SEGUNDO,PALERMO,"14"
Rep De Honduras,"100","159900","11113050","1599","111130","0",,"67",SEGUNDO,PALERMO,"14"
Juan Francisco Segui,"110","330000","22935000","3000","208500","0",,"67",SEGUNDO,PALERMO,"14"
Bonpland,"115","409000","28425500","3557","247178","0",,"67",SEGUNDO,PALERMO,"14"
Jeronimo Salguero al 1200,"70","220000","15290000","3143","218429","0",,"67",SEGUNDO,PALERMO,"14"
Araoz al 2000,"63","200000","13900000","3175","220635","0",,"67",SEGUNDO,PALERMO,"14"
Vidt 1900  y Charcas,"233","395000","27452500","1695","117822","0",,"67",SEGUNDO,PALERMO,"14"
Jose A Cabrera,"124","323000","22448500","2605","181036","0",,"67",SEGUNDO,PALERMO,"14"
Av. Santa Fe,"296","1100000","76450000","3716","258277","0",,"67",SEGUNDO,PALERMO,"14"
Jose I Gorriti,"100","290000","20155000","2900","201550","0",,"67",SEGUNDO,PALERMO,"14"
Humboldt al 2400,"156","350000","24325000","2244","155929","0",,"67",SEGUNDO,PALERMO,"14"
Arenales,"42","219000","15220500","5214","362393","0",,"67",SEGUNDO,PALERMO,"14"
Cnel N Vega,"64","130000","9035000","2031","141172","0",,"67",SEGUNDO,PALERMO,"14"
Berutti,"35","140000","9730000","4000","278000","0",,"67",SEGUNDO,PALERMO,"14"
"SALGUERO, JERONIMO1800 Piso PB","8","13000","903500","1625","112938","0",,"67",SEGUNDO,PALERMO,"14"
Soler al 3800,"113","220000","15290000","1947","135310","0",,"67",SEGUNDO,PALERMO,"14"
José Leon Pagano al 2700,"406","960000","66720000","2365","164335","0",,"67",SEGUNDO,PALERMO,"14"
Jose Antonio Cabrera al 6000,"175","440000","30580000","2514","174743","0",,"67",SEGUNDO,PALERMO,"14"
SANTA FE AV,"48","95000","6602500","1979","137552","0",,"67",SEGUNDO,PALERMO,"14"
Av. Santa Fe al 3500,"36","35000","2432500","972","67569","0",,"67",SEGUNDO,PALERMO,"14"
SOLER,"80","300000","20850000","3750","260625","0",,"67",SEGUNDO,PALERMO,"14"
GORRITI,"65","180000","12510000","2769","192462","0",,"67",SEGUNDO,PALERMO,"14"
JERONOMO SALGUERO 1800,"52","200000","13900000","3846","267308","0",,"67",SEGUNDO,PALERMO,"14"
Guemes 3782,"194","490000","34055000","2526","175541","0",,"67",SEGUNDO,PALERMO,"14"
CORDOBA,"1571","5500000","382250000","3501","243316","0",,"67",SEGUNDO,PALERMO,"14"
PARAGUAY,"37","130000","9035000","3514","244189","0",,"67",SEGUNDO,PALERMO,"14"
AVENIDA SCALABRINI ORTIZ al 1900,"60","359999","25019930","6000","416999","0",,"67",SEGUNDO,PALERMO,"14"
Fray Sta Maria De Oro,"50","195000","13552500","3900","271050","0",,"67",SEGUNDO,PALERMO,"14"
"MATIENZO, BENJAMIN","79","292300","20314850","3700","257150","0",,"67",SEGUNDO,PALERMO,"14"
Av. Santa Fe al 3500,"6","6500","451750","1083","75292","0",,"67",SEGUNDO,PALERMO,"14"
URIARTE,"77","250800","17430600","3257","226371","0",,"67",SEGUNDO,PALERMO,"14"
Soldado de la Independencia,"37","112000","7784000","3027","210378","0",,"67",SEGUNDO,PALERMO,"14"
ORO Y JUNCAL,"118","450000","31275000","3814","265042","0",,"67",SEGUNDO,PALERMO,"14"
Córdoba 5700,"112","225000","15637500","2009","139621","0",,"67",SEGUNDO,PALERMO,"14"
Guemes 4500,"26","95000","6602500","3654","253942","0",,"67",SEGUNDO,PALERMO,"14"
Malabia al 2200 entre Charcas y Paraguay,"82","330000","22935000","4024","279695","0",,"67",SEGUNDO,PALERMO,"14"
BONPLAND,"93","225000","15637500","2419","168145","0",,"67",SEGUNDO,PALERMO,"14"
FRANCISCO ACUÑA DE FIGUEROA al 1200,"43","349999","24324930","8140","565696","0",,"67",SEGUNDO,PALERMO,"14"
Santos Dumont,"25","105000","7297500","4200","291900","0",,"67",SEGUNDO,PALERMO,"14"
Charcas 4719,"206","699000","48580500","3393","235828","0",,"67",SEGUNDO,PALERMO,"14"
Cerviño al 3300,"100","620000","43090000","6200","430900","0",,"67",SEGUNDO,PALERMO,"14"
SOLER,"72","205000","14247500","2847","197882","0",,"67",SEGUNDO,PALERMO,"14"
Av Cordoba,"350","1900000","132050000","5429","377286","0",,"67",SEGUNDO,PALERMO,"14"
Guemes,"36","129000","8965500","3583","249042","0",,"67",SEGUNDO,PALERMO,"14"
AV. CÓRDOBA,"217","919165","63882000","4236","294387","0",,"67",SEGUNDO,PALERMO,"14"
Avenida Cabildo,"57","400000","27800000","7018","487719","0",,"67",SEGUNDO,PALERMO,"14"
"CORDOBA, AVDA. 5900","220","620000","43090000","2818","195864","0",,"67",SEGUNDO,PALERMO,"14"
Arcos al 1100 esq Aguilar,"140","650000","45175000","4643","322679","0",,"67",SEGUNDO,PALERMO,"14"
Anasagasti,"540","1500000","104250000","2778","193056","0",,"67",SEGUNDO,PALERMO,"14"
Borges al 2100,"350","790000","54905000","2257","156871","0",,"67",SEGUNDO,PALERMO,"14"
Av. Raul Scalabrini Ortiz,"212","1000000","69500000","4717","327830","0",,"67",SEGUNDO,PALERMO,"14"
Charcas,"210","549000","38155500","2614","181693","0",,"67",SEGUNDO,PALERMO,"14"
Paraguay al 4600,"510","1050000","72975000","2059","143088","0",,"67",SEGUNDO,PALERMO,"14"
Fitz Roy y Av. Santa Fe,"27","120000","8340000","4444","308889","0",,"67",SEGUNDO,PALERMO,"14"
Av Gral Las Heras,"200","590000","41005000","2950","205025","0",,"67",SEGUNDO,PALERMO,"14"
Bonpland,"62","270000","18765000","4355","302661","0",,"67",SEGUNDO,PALERMO,"14"
Zapata al 100,"25","82000","5699000","3280","227960","0",,"67",SEGUNDO,PALERMO,"14"
Zapata al 100,"20","75000","5212500","3750","260625","0",,"67",SEGUNDO,PALERMO,"14"
av Scalabrini Ortiz,"86","45000","3127500","523","36366","0",,"67",SEGUNDO,PALERMO,"14"
Lafinur al 2900,"75","385000","26757500","5133","356767","0",,"67",SEGUNDO,PALERMO,"14"
Republica de la India 3139,"153","660000","45870000","4314","299804","0",,"67",SEGUNDO,PALERMO,"14"
Cabello al 3500,"72","175000","12162500","2431","168924","0",,"67",SEGUNDO,PALERMO,"14"
Bonpland y Guatemala,"135","463240","32195180","3431","238483","0",,"67",SEGUNDO,PALERMO,"14"
Cnel Arevalo,"200","650000","45175000","3250","225875","0",,"67",SEGUNDO,PALERMO,"14"
Cordoba 5700 Local,"124","523614","36391173","4223","293477","0",,"67",SEGUNDO,PALERMO,"14"
SOLER al 5700,"57","180000","12510000","3158","219474","0",,"67",SEGUNDO,PALERMO,"14"
José A. Cabrera entre Dorrego y Arévalo,"164","430638","29929341","2626","182496","0",,"67",SEGUNDO,PALERMO,"14"
